Name	Class	Joined	Job	TicketCost	Age	Gender	Survived	Department
"BAILEY, Mr George Frank"	Crew	Southampton	Fireman	0	46	Male	False	Engineering
"BAINES, Mr Richard"	Crew	Southampton	Greaser	0	24	Male	False	Engineering
"BANNON, Mr John Joseph"	Crew	Southampton	Greaser	0	34	Male	False	Engineering
"BARLOW, Mr Charles"	Crew	Southampton	Fireman	0	30	Male	False	Engineering
"BARNES, Mr Charles"	Crew	Southampton	Fireman	0	29	Male	False	Engineering
"BARNES, Mr John"	Crew	Southampton	Fireman	0	41	Male	False	Engineering
"BARRETT, Mr Frederick"	Crew	Southampton	Leading Fireman	0	28	Male	True	Engineering
"BARRETT, Mr Frederick William"	Crew	Southampton	Fireman	0	33	Male	False	Engineering
"BEATTIE, Mr Joseph"	Crew	Belfast	Greaser	0	35	Male	False	Engineering
"BEAUCHAMP, Mr George William"	Crew	Southampton	Fireman	0	24	Male	True	Engineering
"BELL, Mr Joseph"	Crew	Belfast	Chief Engineer	0	50	Male	False	Engineering
"BENDELL, Mr Frank"	Crew	Southampton	Fireman	0	24	Male	False	Engineering
"BENNETT, Mr George Alfred"	Crew	Southampton	Fireman	0	30	Male	False	Engineering
"BENVILLE, Mr Edward"	Crew	Southampton	Fireman	0	47	Male	False	Engineering
"BESSANT, Mr William Edward Lowe"	Crew	Southampton	Fireman	0	39	Male	False	Engineering
"BEVIS, Mr Joseph Henry"	Crew	Southampton	Trimmer	0	22	Male	False	Engineering
"BIDDLECOMBE, Mr Reginald Charles"	Crew	Southampton	Fireman	0	31	Male	False	Engineering
"BIGGS, Mr Edward Charles"	Crew	Southampton	Fireman	0	20	Male	False	Engineering
"BILLOWS, Mr James"	Crew	Southampton	Trimmer	0	20	Male	False	Engineering
"BINSTEAD, Mr Walter William"	Crew	Southampton	Trimmer	0	20	Male	True	Engineering
"BLACK, Mr Alexander"	Crew	Southampton	Fireman	0	28	Male	False	Engineering
"BLACK, Mr D."	Crew	Southampton	Fireman	0	41	Male	False	Engineering
"BLACKMAN, Mr Albert Edward"	Crew	Southampton	Fireman	0	23	Male	False	Engineering
"BLAKE, Mr Percival Albert"	Crew	Southampton	Trimmer	0	22	Male	True	Engineering
"BLAKE, Mr Seaton"	Crew	Belfast	Mess Steward	0	26	Male	False	Engineering
"BLAKE, Mr Thomas Henry"	Crew	Southampton	Fireman	0	36	Male	False	Engineering
"BLANEY, Mr James"	Crew	Southampton	Fireman	0	32	Male	False	Engineering
"BLANN, Mr Eustace Horatius"	Crew	Southampton	Fireman	0	21	Male	False	Engineering
"BOTT, Mr William Thomas"	Crew	Southampton	Greaser	0	44	Male	False	Engineering
"BRADLEY, Mr Patrick Joseph"	Crew	Southampton	Fireman	0	39	Male	False	Engineering
"BREWER, Mr Harry"	Crew	Southampton	Trimmer	0	30	Male	False	Engineering
"BRIANT, Mr Albert"	Crew	Southampton	Greaser	0	34	Male	False	Engineering
"BROOKS, Mr J."	Crew	Southampton	Trimmer	0	25	Male	False	Engineering
"BROWN, Mr John"	Crew	Southampton	Fireman	0	25	Male	False	Engineering
"BROWN, Mr Joseph James"	Crew	Southampton	Fireman	0	25	Male	False	Engineering
"BURROUGHS, Mr Arthur Peckham"	Crew	Southampton	Fireman	0	35	Male	False	Engineering
"BURTON, Mr Edward John"	Crew	Southampton	Fireman	0	35	Male	False	Engineering
"BUTT, Mr William John"	Crew	Southampton	Fireman	0	30	Male	False	Engineering
"CALDERWOOD, Mr Hugh"	Crew	Belfast	Trimmer	0	30	Male	False	Engineering
"CANNER, Mr John"	Crew	Southampton	Fireman	0	39	Male	False	Engineering
"CARR, Mr Richard Stephen"	Crew	Southampton	Trimmer	0	37	Male	False	Engineering
"CARTER (BALL), Mr James (W.)"	Crew	Southampton	Fireman	0	46	Male	False	Engineering
"CASEY, Mr Thomas"	Crew	Southampton	Trimmer	0	28	Male	False	Engineering
"CASTLEMAN, Mr Edward"	Crew	Southampton	Greaser	0	37	Male	False	Engineering
"CAVELL, Mr George Henry"	Crew	Southampton	Trimmer	0	22	Male	True	Engineering
"CHERRETT, Mr William Victor"	Crew	Southampton	Fireman	0	24	Male	False	Engineering
"CHISNALL, Mr George Alexander"	Crew	Belfast	Boilermaker	0	36	Male	False	Engineering
"CHORLEY, Mr John Henry"	Crew	Southampton	Fireman	0	25	Male	False	Engineering
"CLARK, Mr William"	Crew	Southampton	Fireman	0	39	Male	True	Engineering
"COE, Mr Harry"	Crew	Southampton	Trimmer	0	21	Male	False	Engineering
"COLEMAN, Mr John"	Crew	Belfast	Engineers' Mess steward	0	57	Male	False	Engineering
"COLLINS, Mr John"	Crew	Southampton	Fireman	0	38	Male	True	Engineering
"COMBES, Mr George"	Crew	Southampton	Fireman	0	34	Male	True	Engineering
"COOPER, Mr Harry"	Crew	Southampton	Fireman	0	26	Male	False	Engineering
"COOPER, Mr James Edward"	Crew	Southampton	Trimmer	0	25	Male	False	Engineering
"COPPERTHWAITE, Mr Albert Harry"	Crew	Southampton	Fireman	0	22	Male	False	Engineering
"CORCORAN, Mr Denny"	Crew	Southampton	Fireman	0	33	Male	False	Engineering
"COTTON, Mr Alfred"	Crew	Southampton	Trimmer	0	35	Male	False	Engineering
"COUCH, Mr Joseph Henry"	Crew	Southampton	Greaser	0	49	Male	False	Engineering
"COUPER, Mr Robert Frederick William"	Crew	Southampton	Fireman	0	29	Male	True	Engineering
"COY, Mr Francis Ernest George"	Crew	Belfast	Junior Assistant 3rd. Engineer	0	26	Male	False	Engineering
"CRABB, Mr Henry James"	Crew	Southampton	Trimmer	0	23	Male	False	Engineering
"CREESE, Mr Henry Philip"	Crew	Belfast	Deck Engineer	0	44	Male	False	Engineering
"CRIMMINS, Mr James"	Crew	Southampton	Fireman	0	21	Male	True	Engineering
"CROSS, Mr William Alfred"	Crew	Southampton	Fireman	0	43	Male	False	Engineering
"CUNNINGHAM, Mr B."	Crew	Southampton	Fireman	0	30	Male	False	Engineering
"CURTIS, Mr Arthur"	Crew	Southampton	Fireman	0	25	Male	False	Engineering
"DAVIES, Mr Thomas"	Crew	Southampton	Leading Fireman	0	33	Male	False	Engineering
"DAWSON, Mr Joseph"	Crew	Southampton	Trimmer	0	23	Male	False	Engineering
"DIAPER, Mr John Joseph"	Crew	Southampton	Fireman	0	27	Male	True	Engineering
"DICKSON, Mr William"	Crew	Southampton	Trimmer	0	36	Male	False	Engineering
"DILLEY, Mr John"	Crew	Southampton	Fireman	0	30	Male	True	Engineering
"DILLON, Mr Thomas Patrick"	Crew	Southampton	Trimmer	0	24	Male	True	Engineering
"DODD, Mr Edward Charles"	Crew	Belfast	Junior 3rd. Engineer	0	38	Male	False	Engineering
"DODDS, Mr Henry Watson"	Crew	Southampton	Junior Assistant 4th Engineer	0	27	Male	False	Engineering
"DOEL, Mr Frederick"	Crew	Southampton	Fireman	0	22	Male	True	Engineering
"DORE, Mr Albert James"	Crew	Southampton	Trimmer	0	22	Male	True	Engineering
"DOYLE, Mr Laurence"	Crew	Southampton	Fireman	0	27	Male	False	Engineering
"DUFFY, Mr William Luke"	Crew	Belfast	Writer / Engineer's Clerk	0	36	Male	False	Engineering
"DURNIL, Mr James"	Crew	Southampton	Leading Fireman	0	38	Male	False	Engineering
"DYER, Mr Henry Ryland"	Crew	Belfast	Senior Assistant 4th. Engineer	0	24	Male	False	Engineering
"DYMOND, Mr Frank"	Crew	Southampton	Fireman	0	40	Male	True	Engineering
"EAGLE, Mr Alfred James"	Crew	Southampton	Trimmer	0	22	Male	False	Engineering
"EASTMAN, Mr Charles"	Crew	Southampton	Greaser	0	44	Male	False	Engineering
"ELLIOTT, Mr Everett Edward"	Crew	Southampton	Trimmer	0	24	Male	False	Engineering
"ERVINE, Mr Albert George"	Crew	Belfast	Assistant Electrician	0	18	Male	False	Engineering
"EVANS, Mr William Thomas"	Crew	Southampton	Trimmer	0	33	Male	False	Engineering
"FARQUHARSON, Mr William Edward"	Crew	Belfast	Senior 2nd. Engineer	0	39	Male	False	Engineering
"FAY, Mr Thomas Joseph"	Crew	Southampton	Greaser	0	30	Male	False	Engineering
"FERRARY, Mr Antonio"	Crew	Southampton	Trimmer	0	34	Male	False	Engineering
"FERRIS, Mr William"	Crew	Southampton	Leading Fireman	0	38	Male	False	Engineering
"FITZPATRICK, Mr Hugh Joseph"	Crew	Belfast	Junior Boilermaker	0	28	Male	False	Engineering
"FITZPATRICK, Mr Cecil William"	Crew	Southampton	Mess Steward	0	21	Male	True	Engineering
"FLARTY, Mr Edward"	Crew	Southampton	Fireman	0	43	Male	True	Engineering
"FORD, Mr H."	Crew	Southampton	Trimmer	0	22	Male	False	Engineering
"FORD, Mr Thomas"	Crew	Southampton	Leading Fireman	0	32	Male	False	Engineering
"FOSTER, Mr Alfred Charles"	Crew	Belfast	Storekeeper (Engineering)	0	37	Male	False	Engineering
"FRASER, Mr James"	Crew	Belfast	Junior Assistant 3rd. Engineer	0	29	Male	False	Engineering
"FRASER, Mr J."	Crew	Southampton	Fireman	0	30	Male	False	Engineering
"FREDERICKS, Mr Walter Francis"	Crew	Southampton	Trimmer	0	21	Male	True	Engineering
"FRYER, Mr Albert Ernest"	Crew	Southampton	Trimmer	0	29	Male	True	Engineering
"GEER, Mr Alfred Emest"	Crew	Southampton	Fireman	0	26	Male	False	Engineering
"GODLEY, Mr George Auguste"	Crew	Southampton	Fireman	0	38	Male	True	Engineering
"GODWIN, Mr Frederick Charles"	Crew	Southampton	Greaser	0	35	Male	False	Engineering
"GOLDER, Mr M. W."	Crew	Southampton	Fireman	0	32	Male	False	Engineering
"GORDON, Mr J."	Crew	Southampton	Trimmer	0	29	Male	False	Engineering
"GOREE, Mr Frank"	Crew	Southampton	Greaser	0	40	Male	False	Engineering
"GOSLING, Mr Bertram James"	Crew	Southampton	Trimmer	0	22	Male	False	Engineering
"GOSLING, Mr S."	Crew	Southampton	Trimmer	0	26	Male	False	Engineering
"GRADIDGE, Mr Ernest Edward"	Crew	Southampton	Fireman	0	22	Male	False	Engineering
"GRAHAM, Mr Thomas G."	Crew	Belfast	Fireman	0	28	Male	True	Engineering
"GREEN, Mr George"	Crew	Southampton	Trimmer	0	20	Male	False	Engineering
"GREGORY, Mr David"	Crew	Southampton	Greaser	0	43	Male	False	Engineering
"GUMERY, Mr George"	Crew	Southampton	Mess Steward	0	24	Male	False	Engineering
"HAGGAN, Mr John"	Crew	Belfast	Fireman	0	35	Male	True	Engineering
"HALL, Mr J."	Crew	Southampton	Fireman	0	32	Male	False	Engineering
"HALLETT, Mr George Alexander"	Crew	Southampton	Fireman	0	22	Male	False	Engineering
"HANDS, Mr Bernard"	Crew	Southampton	Fireman	0	53	Male	False	Engineering
"HANNAM, Mr George"	Crew	Southampton	Fireman	0	29	Male	False	Engineering
"HARRIS, Mr Amos"	Crew	Southampton	Trimmer	0	23	Male	False	Engineering
"HARRIS, Mr Edward John"	Crew	Southampton	Fireman	0	28	Male	False	Engineering
"HARRIS, Mr Frederick"	Crew	Southampton	Fireman	0	39	Male	True	Engineering
"HARRISON, Mr Norman E."	Crew	Belfast	Junior 2nd. Engineer	0	38	Male	False	Engineering
"HART, Mr James"	Crew	Southampton	Fireman	0	49	Male	False	Engineering
"HARVEY, Mr Herbert Gifford"	Crew	Belfast	Junior Assistant 2nd. Engineer	0	34	Male	False	Engineering
"HEAD, Mr Alfred"	Crew	Southampton	Fireman	0	24	Male	False	Engineering
"HEBB, Mr William Albert"	Crew	Southampton	Trimmer	0	22	Male	True	Engineering
"HENDRICKSON, Mr Charles Osker"	Crew	Southampton	Leading Fireman	0	28	Male	True	Engineering
"HESKETH, Mr John Henry"	Crew	Belfast	Second Engineer (refrigeration)	0	33	Male	False	Engineering
"HESLIN, Mr James"	Crew	Southampton	Trimmer	0	45	Male	False	Engineering
"HILL, Mr James"	Crew	Southampton	Trimmer	0	25	Male	False	Engineering
"HINTON, Mr Stephen William"	Crew	Southampton	Trimmer	0	30	Male	False	Engineering
"HODGE, Mr Charley"	Crew	Belfast	Senior Assistant 3rd. Engineer	0	29	Male	False	Engineering
"HODGES, Mr W."	Crew	Southampton	Fireman	0	26	Male	False	Engineering
"HODGKINSON, Mr Leonard"	Crew	Belfast	Senior 4th. Engineer	0	46	Male	False	Engineering
"HOPGOOD, Mr Roland John C."	Crew	Southampton	Fireman	0	28	Male	False	Engineering
"HOSGOOD, Mr Richard William"	Crew	Southampton	Fireman	0	22	Male	False	Engineering
"HOSKING, Mr George Fox"	Crew	Belfast	Senior 3rd. Engineer	0	36	Male	False	Engineering
"HUNT, Mr Albert Sylvanus"	Crew	Southampton	Trimmer	0	23	Male	True	Engineering
"HUNT, Mr Tom"	Crew	Southampton	Fireman	0	27	Male	False	Engineering
"HURST, Mr Charles John"	Crew	Southampton	Fireman	0	35	Male	False	Engineering
"HURST, Mr Walter"	Crew	Southampton	Fireman	0	23	Male	True	Engineering
"INGRAM, Mr George"	Crew	Southampton	Trimmer	0	20	Male	False	Engineering
"INSTANCE, Mr T."	Crew	Southampton	Fireman	0	33	Male	False	Engineering
"JACKOPSON, Mr John Henry"	Crew	Southampton	Fireman	0	30	Male	False	Engineering
"JAGO, Mr Joseph"	Crew	Southampton	Greaser	0	57	Male	False	Engineering
"JAMES, Mr Thomas"	Crew	Southampton	Fireman	0	27	Male	False	Engineering
"JOAS, Mr N."	Crew	Southampton	Fireman	0	38	Male	False	Engineering
"JUDD, Mr Charles Edward"	Crew	Southampton	Fireman	0	31	Male	True	Engineering
"JUKES, Mr Henry James"	Crew	Southampton	Greaser	0	38	Male	False	Engineering
"JUPE, Mr Boykett Herbert"	Crew	Southampton	Electrician	0	30	Male	False	Engineering
"KASPER, Mr F."	Crew	Southampton	Fireman	0	40	Male	True	Engineering
"KEARL, Mr Charles Henry"	Crew	Southampton	Greaser	0	44	Male	False	Engineering
"KEARL, Mr George Edward"	Crew	Southampton	Trimmer	0	24	Male	False	Engineering
"KELLY, Mr James"	Crew	Southampton	Greaser	0	44	Male	False	Engineering
"KELLY, Mr William"	Crew	Belfast	Assistant Electrician	0	23	Male	False	Engineering
"KEMISH, Mr George"	Crew	Southampton	Fireman	0	22	Male	True	Engineering
"KEMP, Mr Thomas Hulman"	Crew	Belfast	Extra Assistant 4th Engineer (Refrigeration)	0	43	Male	False	Engineering
"KENCHENTEN, Mr Frederick Charles"	Crew	Southampton	Greaser	0	36	Male	False	Engineering
"KENZLER, Mr August"	Crew	Belfast	Storekeeper	0	43	Male	False	Engineering
"KERR, Mr Thomas Russell"	Crew	Southampton	Fireman	0	26	Male	False	Engineering
"KINSELLA, Mr Louis"	Crew	Southampton	Fireman	0	30	Male	False	Engineering
"KIRKHAM, Mr James"	Crew	Southampton	Greaser	0	43	Male	False	Engineering
"KNOWLES, Mr Thomas"	Crew	Southampton	Firemens' Messman	0	42	Male	True	Engineering
"LAHY, Mr T. E."	Crew	Southampton	Fireman	0	32	Male	False	Engineering
"LEE, Mr H."	Crew	Southampton	Trimmer	0	18	Male	False	Engineering
"LIGHT, Mr Christopher William"	Crew	Southampton	Fireman	0	20	Male	False	Engineering
"LIGHT, Mr W."	Crew	Southampton	Fireman	0	47	Male	False	Engineering
"LINDSAY, Mr William Charles"	Crew	Southampton	Fireman	0	30	Male	True	Engineering
"LLOYD, Mr William"	Crew	Southampton	Fireman	0	29	Male	False	Engineering
"LONG, Mr Frank"	Crew	Southampton	Trimmer	0	28	Male	False	Engineering
"LONG, Mr William"	Crew	Southampton	Trimmer	0	30	Male	False	Engineering
"MACKIE, Mr William Dickson"	Crew	Belfast	Junior 5th. Engineer	0	32	Male	False	Engineering
"MAJOR, Mr William James"	Crew	Southampton	Fireman	0	32	Male	True	Engineering
"MARETT, Mr George John"	Crew	Southampton	Fireman	0	27	Male	False	Engineering
"MARSH, Mr Frederick Charles"	Crew	Southampton	Fireman	0	39	Male	False	Engineering
"MASKELL, Mr Leopold Adolphus"	Crew	Southampton	Trimmer	0	25	Male	False	Engineering
"MASON, Mr Frank Archibald Robert"	Crew	Southampton	Fireman	0	32	Male	True	Engineering
"MASON, Mr J."	Crew	Southampton	Leading Fireman	0	39	Male	False	Engineering
"MAY, Mr Arthur William"	Crew	Southampton	Fireman	0	24	Male	False	Engineering
"MAY, Mr Arthur William"	Crew	Southampton	Fireman Messman	0	59	Male	False	Engineering
"MAYO, Mr William Peter"	Crew	Southampton	Leading Fireman	0	27	Male	False	Engineering
"MAYZES, Mr Thomas Jubilee"	Crew	Southampton	Fireman	0	25	Male	True	Engineering
"MCANDREW, Mr Thomas Patrick"	Crew	Southampton	Fireman	0	38	Male	False	Engineering
"MCANDREWS, Mr William"	Crew	Southampton	Fireman	0	23	Male	False	Engineering
"MCCASTLAN, Mr W."	Crew	Southampton	Fireman	0	38	Male	False	Engineering
"MCGANN, Mr James"	Crew	Southampton	Trimmer	0	26	Male	True	Engineering
"MCGARVEY, Mr Edward Joseph"	Crew	Southampton	Fireman	0	34	Male	False	Engineering
"MCGAW, Mr Erroll Victor"	Crew	Southampton	Fireman	0	30	Male	False	Engineering
"MCINERNEY, Mr Thomas"	Crew	Southampton	Greaser	0	38	Male	False	Engineering
"MCINTYRE, Mr William"	Crew	Southampton	Trimmer	0	21	Male	True	Engineering
"MCQUILLAN, Mr William"	Crew	Belfast	Fireman	0	26	Male	False	Engineering
"MCRAE, Mr William Alexander"	Crew	Southampton	Fireman	0	31	Male	False	Engineering
"MCREYNOLDS, Mr William"	Crew	Belfast	Junior 6th. Engineer	0	22	Male	False	Engineering
"MIDDLETON, Mr Alfred Pirrie"	Crew	Belfast	Assistant Electrician	0	26	Male	False	Engineering
"MILFORD, Mr George"	Crew	Southampton	Fireman	0	27	Male	False	Engineering
"MILLAR, Mr Robert"	Crew	Belfast	Extra 5th Engineer	0	26	Male	False	Engineering
"MILLAR, Mr Thomas"	Crew	Belfast	Deck Engineer	0	32	Male	False	Engineering
"MINTRAM, Mr William"	Crew	Southampton	Fireman	0	46	Male	False	Engineering
"MITCHELL, Mr Lorenzo (Lawrence) Horace"	Crew	Southampton	Trimmer	0	18	Male	False	Engineering
"MOORE, Mr John J."	Crew	Southampton	Fireman	0	29	Male	True	Engineering
"MOORE, Mr Ralph"	Crew	Southampton	Trimmer	0	21	Male	False	Engineering
"MOORES, Mr Richard Henry"	Crew	Southampton	Greaser	0	44	Male	False	Engineering
"MORGAN, Mr Arthur Herbert"	Crew	Southampton	Trimmer	0	27	Male	False	Engineering
"MORGAN, Mr Thomas A."	Crew	Southampton	Fireman	0	26	Male	False	Engineering
"MORRIS, Mr Arthur"	Crew	Southampton	Greaser	0	30	Male	False	Engineering
"MORRIS, Mr William Edward"	Crew	Southampton	Trimmer	0	22	Male	False	Engineering
"MOYES, Mr William Young"	Crew	Belfast	Senior 6th. Engineer	0	23	Male	False	Engineering
"NETTLETON, Mr George Walter"	Crew	Southampton	Fireman	0	29	Male	False	Engineering
"NEWMAN, Mr Charles Thomas"	Crew	Southampton	Assistant Storekeeper	0	33	Male	False	Engineering
"NIVEN, Mr John Brown"	Crew	Southampton	Fireman	0	30	Male	False	Engineering
"NOON, Mr John"	Crew	Southampton	Fireman	0	35	Male	False	Engineering
"NORRIS, Mr James"	Crew	Southampton	Fireman	0	23	Male	False	Engineering
"NOSS, Mr Bertram Arthur"	Crew	Southampton	Fireman	0	21	Male	False	Engineering
"NOSS, Mr Henry"	Crew	Southampton	Fireman	0	30	Male	True	Engineering
"NUTBEAN, Mr William"	Crew	Southampton	Fireman	0	30	Male	True	Engineering
"O'CONNOR, Mr John"	Crew	Southampton	Trimmer	0	25	Male	True	Engineering
"OLIVE, Mr Charles"	Crew	Southampton	Greaser	0	31	Male	False	Engineering
"OLIVER, Mr H."	Crew	Southampton	Fireman	0	32	Male	True	Engineering
"OTHEN, Mr Charles Alfred"	Crew	Southampton	Fireman	0	36	Male	True	Engineering
"PAICE, Mr Richard Charles John"	Crew	Southampton	Fireman	0	32	Male	False	Engineering
"PAINTER, Mr Charles"	Crew	Southampton	Fireman	0	31	Male	False	Engineering
"PAINTER, Mr Frank Frederick"	Crew	Southampton	Fireman	0	29	Male	False	Engineering
"PALLES, Mr Thomas Henry Michael"	Crew	Belfast	Greaser	0	42	Male	False	Engineering
"PARSONS, Mr Frank Alfred"	Crew	Belfast	Senior 5th. Engineer	0	26	Male	False	Engineering
"PEARCE, Mr John"	Crew	Southampton	Fireman	0	28	Male	True	Engineering
"PELHAM, Mr George"	Crew	Southampton	Trimmer	0	39	Male	True	Engineering
"PERRY, Mr Edgar Lionel"	Crew	Southampton	Trimmer	0	19	Male	True	Engineering
"PERRY, Mr Henry Frederick"	Crew	Southampton	Trimmer	0	23	Male	False	Engineering
"PHILLIPS, Mr A. George"	Crew	Southampton	Greaser	0	27	Male	False	Engineering
"PITFIELD, Mr William James"	Crew	Southampton	Greaser	0	25	Male	False	Engineering
"PODESTA, Mr Alfred John Alexander"	Crew	Southampton	Fireman	0	24	Male	True	Engineering
"POND, Mr George"	Crew	Southampton	Fireman	0	32	Male	False	Engineering
"PRANGNELL, Mr George Alexander"	Crew	Southampton	Greaser	0	30	Male	True	Engineering
"PRESTON, Mr Thomas Charles Alfred"	Crew	Southampton	Trimmer	0	20	Male	False	Engineering
"PRIEST, Mr Arthur John"	Crew	Southampton	Fireman	0	24	Male	True	Engineering
"PROUDFOOT, Mr Richard Royston"	Crew	Southampton	Trimmer	0	23	Male	False	Engineering
"PUGH, Mr Arthur Percy"	Crew	Southampton	Leading Fireman	0	31	Male	False	Engineering
"PUSEY, Mr William Robert Holland"	Crew	Southampton	Fireman	0	22	Male	True	Engineering
"RANGER, Mr Thomas"	Crew	Southampton	Greaser	0	29	Male	True	Engineering
"READ, Mr Joseph"	Crew	Southampton	Trimmer	0	21	Male	False	Engineering
"REEVES, Mr Frederick Simms"	Crew	Southampton	Fireman	0	33	Male	False	Engineering
"REID, Mr Robert Thomas"	Crew	Southampton	Trimmer	0	30	Male	False	Engineering
"RICE, Mr Charles"	Crew	Southampton	Fireman	0	32	Male	True	Engineering
"RICHARDS, Mr Joseph James"	Crew	Southampton	Fireman	0	28	Male	False	Engineering
"RICKMAN, Mr George Albert"	Crew	Southampton	Fireman	0	36	Male	False	Engineering
"ROBERTS, Mr Robert George"	Crew	Southampton	Fireman	0	35	Male	False	Engineering
"ROUS, Mr Arthur John"	Crew	Belfast	Plumber	0	26	Male	False	Engineering
"RUDD, Mr Henry"	Crew	Southampton	Engineers' storekeeper	0	23	Male	False	Engineering
"RUTTER, Mr Sidney Frank"	Crew	Southampton	Fireman	0	26	Male	False	Engineering
"SANGSTER, Mr Charles Edward"	Crew	Southampton	Fireman	0	32	Male	False	Engineering
"SAUNDERS, Mr F."	Crew	Southampton	Fireman	0	22	Male	False	Engineering
"SAUNDERS, Mr Walter Ernest"	Crew	Southampton	Trimmer	0	23	Male	False	Engineering
"SAUNDERS, Mr W."	Crew	Southampton	Fireman	0	23	Male	False	Engineering
"SCOTT, Mr Frederick William"	Crew	Southampton	Greaser	0	28	Male	True	Engineering
"SCOTT, Mr Archibald"	Crew	Southampton	Fireman	0	41	Male	False	Engineering
"SELF, Mr Alfred Henry"	Crew	Southampton	Greaser	0	39	Male	False	Engineering
"SELF, Mr Albert Charles Edward"	Crew	Southampton	Fireman	0	24	Male	True	Engineering
"SENIOR, Mr Harry"	Crew	Southampton	Fireman	0	31	Male	True	Engineering
"SHEA, Mr Thomas"	Crew	Southampton	Fireman	0	32	Male	False	Engineering
"SHEATH, Mr Frederick"	Crew	Southampton	Trimmer	0	20	Male	True	Engineering
"SHEPHERD, Mr Jonathan"	Crew	Southampton	Junior Assistant 2nd. Engineer	0	32	Male	False	Engineering
"SHIERS, Mr Alfred Charles"	Crew	Southampton	Fireman	0	25	Male	True	Engineering
"SHILLABEER, Mr Charles Frederick"	Crew	Southampton	Trimmer	0	19	Male	False	Engineering
"SKEATES, Mr William"	Crew	Southampton	Trimmer	0	23	Male	False	Engineering
"SLOAN, Mr Peter"	Crew	Belfast	Chief Electrician	0	31	Male	False	Engineering
"SMALL, Mr William"	Crew	Southampton	Leading Fireman	0	40	Male	False	Engineering
"SMITH, Mr Emest George"	Crew	Southampton	Trimmer	0	27	Male	False	Engineering
"SMITH, Mr James Muil"	Crew	Belfast	Junior 4th. Engineer	0	39	Male	False	Engineering
